Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Depth,Observer,Successful.count,Successful.length,Zone
CNB5_3,-33.5369,114.9964,20060301,0:00:00,Ngari Capes,No-take,CNB5,0,,Yes,Yes,Sanctuary Zone
CNB5_4,-33.5352,114.9989,20060301,0:00:00,Ngari Capes,No-take,CNB5,0,,Yes,Yes,Sanctuary Zone
CNB5_5,-33.5323,114.9969,20060301,0:00:00,Ngari Capes,No-take,CNB5,0,,Yes,Yes,Sanctuary Zone
INB3_1,-33.683,114.9766,20060301,0:00:00,Ngari Capes,No-take,INB3,0,,Yes,Yes,Sanctuary Zone
INB3_2,-33.681,114.9779,20060301,0:00:00,Ngari Capes,No-take,INB3,0,,Yes,Yes,Sanctuary Zone
INB3_3,-33.6806,114.9743,20060301,0:00:00,Ngari Capes,No-take,INB3,0,,Yes,Yes,Sanctuary Zone
INB3_4,-33.6828,114.9734,20060301,0:00:00,Ngari Capes,No-take,INB3,0,,Yes,Yes,Sanctuary Zone
INB3_5,-33.6838,114.9792,20060301,0:00:00,Ngari Capes,No-take,INB3,0,,Yes,Yes,Sanctuary Zone
INB4_1,-33.6903,114.9763,20060301,0:00:00,Ngari Capes,No-take,INB4,0,,Yes,Yes,Sanctuary Zone
INB4_2,-33.6888,114.9716,20060301,0:00:00,Ngari Capes,No-take,INB4,0,,Yes,Yes,Sanctuary Zone
INB4_3,-33.6906,114.9812,20060301,0:00:00,Ngari Capes,No-take,INB4,0,,Yes,Yes,Sanctuary Zone
INB4_4,-33.6927,114.9695,20060301,0:00:00,Ngari Capes,No-take,INB4,0,,Yes,Yes,Sanctuary Zone
INB5_1,-33.698,114.9642,20060301,0:00:00,Ngari Capes,No-take,INB5,0,,Yes,Yes,Sanctuary Zone
INB5_2,-33.6997,114.963,20060301,0:00:00,Ngari Capes,No-take,INB5,0,,Yes,Yes,Sanctuary Zone
INB5_3,-33.6961,114.9648,20060301,0:00:00,Ngari Capes,No-take,INB5,0,,Yes,Yes,Sanctuary Zone
INB5_4,-33.7004,114.9666,20060301,0:00:00,Ngari Capes,No-take,INB5,0,,Yes,Yes,Sanctuary Zone
INB5_5,-33.6977,114.969,20060301,0:00:00,Ngari Capes,No-take,INB5,0,,Yes,Yes,Sanctuary Zone
