"Sample","Latitude","Longitude","Date","Location","DBCA_Zone","Site","Depth","Observer","DBCA_Sanctuary","Year","Time","Status","Successful.count","Successful.length"
"JBMP14-2",-30.15686607,114.9954987,"20081023","Jurien Bay","SP Scientific Reference","14","2","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP14-3",-30.15686607,114.9954987,"20081023","Jurien Bay","SP Scientific Reference","14","2","Kev Crane","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP14-4",-30.15686607,114.9954987,"20081023","Jurien Bay","SP Scientific Reference","14","2","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP15-1",-30.15678406,114.9668503,"20081028","Jurien Bay","SP Scientific Reference","15","5","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP15-2",-30.15678406,114.9668503,"20081028","Jurien Bay","SP Scientific Reference","15","5","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP15-3",-30.15678406,114.9668503,"20081028","Jurien Bay","SP Scientific Reference","15","5","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP15-4",-30.15678406,114.9668503,"20081028","Jurien Bay","SP Scientific Reference","15","5","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP16-1",-30.66884995,115.121933,"20081026","Jurien Bay","SP Scientific Reference","16","3","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP16-2",-30.66884995,115.121933,"20081026","Jurien Bay","SP Scientific Reference","16","3","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP16-3",-30.66884995,115.121933,"20081026","Jurien Bay","SP Scientific Reference","16","3","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP16-4",-30.66884995,115.121933,"20081026","Jurien Bay","SP Scientific Reference","16","3","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP17-1",-30.75571632,115.1649704,"20081015","Jurien Bay","Sanctuary","17","3","Neville Barrett","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP17-2",-30.75571632,115.1649704,"20081015","Jurien Bay","Sanctuary","17","3","Neville Barrett","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP17-3",-30.75571632,115.1649704,"20081015","Jurien Bay","Sanctuary","17","3","Kev Crane","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP17-4",-30.75571632,115.1649704,"20081015","Jurien Bay","Sanctuary","17","3","Marlene Davey","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP18-1",-30.75415039,115.1695633,"20081020","Jurien Bay","Sanctuary","18","4","Neville Barrett","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP18-2",-30.75415039,115.1695633,"20081020","Jurien Bay","Sanctuary","18","4","Neville Barrett","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP18-3",-30.75415039,115.1695633,"20081020","Jurien Bay","Sanctuary","18","4","Kev Crane","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP18-4",-30.75415039,115.1695633,"20081020","Jurien Bay","Sanctuary","18","4","Kev Crane","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP19-1",-30.70928383,115.1180649,"20081020","Jurien Bay","SP Scientific Reference","19","4","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP19-2",-30.70928383,115.1180649,"20081020","Jurien Bay","SP Scientific Reference","19","4","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP19-3",-30.70928383,115.1180649,"20081020","Jurien Bay","SP Scientific Reference","19","4","Kev Crane","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP19-4",-30.70928383,115.1180649,"20081020","Jurien Bay","SP Scientific Reference","19","4","Kev Crane","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP2-1",-30.21523285,114.9920654,"20081023","Jurien Bay","Sanctuary","2","5","Neville Barrett","North Head",2008,"11:00:00","No-take","Yes","Yes"
"JBMP2-2",-30.21523285,114.9920654,"20081023","Jurien Bay","Sanctuary","2","5","Neville Barrett","North Head",2008,"11:00:00","No-take","Yes","Yes"
"JBMP2-3",-30.21523285,114.9920654,"20081023","Jurien Bay","Sanctuary","2","5","Kev Crane","North Head",2008,"11:00:00","No-take","Yes","Yes"
"JBMP2-4",-30.21523285,114.9920654,"20081023","Jurien Bay","Sanctuary","2","5","Marlene Davey","North Head",2008,"11:00:00","No-take","Yes","Yes"
"JBMP20-1",-30.72203255,115.1507034,"20081020","Jurien Bay","SP Scientific Reference","20","4","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP20-2",-30.72203255,115.1507034,"20081020","Jurien Bay","SP Scientific Reference","20","4","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP20-3",-30.72203255,115.1507034,"20081020","Jurien Bay","SP Scientific Reference","20","4","Kev Crane",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP20-4",-30.72203255,115.1507034,"20081020","Jurien Bay","SP Scientific Reference","20","4","Kev Crane",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP21-1",-30.62076759,115.1023865,"20081027","Jurien Bay","Sanctuary","21","5","Neville Barrett","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP21-2",-30.62076759,115.1023865,"20081027","Jurien Bay","Sanctuary","21","5","Neville Barrett","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP21-3",-30.62076759,115.1023865,"20081027","Jurien Bay","Sanctuary","21","5","Marlene Davey","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP21-4",-30.62076759,115.1023865,"20081027","Jurien Bay","Sanctuary","21","5","Marlene Davey","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP22-1",-30.58995056,115.0648193,"20081026","Jurien Bay","General Use","22","4","Neville Barrett","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP22-2",-30.58995056,115.0648193,"20081026","Jurien Bay","General Use","22","4","Neville Barrett","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP22-3",-30.58995056,115.0648193,"20081026","Jurien Bay","General Use","22","4","Marlene Davey","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP22-4",-30.58995056,115.0648193,"20081026","Jurien Bay","General Use","22","4","Marlene Davey","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP23-1",-30.48513413,115.0299835,"20081022","Jurien Bay","General Use","23","5","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP23-2",-30.48513413,115.0299835,"20081022","Jurien Bay","General Use","23","5","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP23-3",-30.48513413,115.0299835,"20081022","Jurien Bay","General Use","23","5","Kev Crane","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP23-4",-30.48513413,115.0299835,"20081022","Jurien Bay","General Use","23","5","Marlene Davey","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP24-1",-30.43518257,115.0354996,"20081024","Jurien Bay","SP Scientific Reference","24","3","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP24-2",-30.43518257,115.0354996,"20081024","Jurien Bay","SP Scientific Reference","24","3","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP24-3",-30.43518257,115.0354996,"20081024","Jurien Bay","SP Scientific Reference","24","3","Kev Crane","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP24-4",-30.43518257,115.0354996,"20081024","Jurien Bay","SP Scientific Reference","24","3","Marlene Davey","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP25-1",-30.12073326,114.9536514,"20081028","Jurien Bay","General Use","25","4","Neville Barrett","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP25-2",-30.12073326,114.9536514,"20081028","Jurien Bay","General Use","25","4","Neville Barrett","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP25-3",-30.12073326,114.9536514,"20081028","Jurien Bay","General Use","25","4","Neville Barrett","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP25-4",-30.12073326,114.9536514,"20081028","Jurien Bay","General Use","25","4","Neville Barrett","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP26-1",-30.68143272,115.0954819,"20081022","Jurien Bay","SP Scientific Reference","26","12","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP26-2",-30.68143272,115.0954819,"20081022","Jurien Bay","SP Scientific Reference","26","12","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP26-3",-30.68143272,115.0954819,"20081022","Jurien Bay","SP Scientific Reference","26","12","Kev Crane","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP26-4",-30.68143272,115.0954819,"20081022","Jurien Bay","SP Scientific Reference","26","12","Marlene Davey","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP27-1",-30.62549973,115.1133652,"20081027","Jurien Bay","Sanctuary","27","3","Neville Barrett","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP27-2",-30.62549973,115.1133652,"20081027","Jurien Bay","Sanctuary","27","3","Neville Barrett","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP27-3",-30.62549973,115.1133652,"20081027","Jurien Bay","Sanctuary","27","3","Marlene Davey","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP27-4",-30.62549973,115.1133652,"20081027","Jurien Bay","Sanctuary","27","3","Marlene Davey","Cavanagh Reef",2008,"11:00:00","No-take","Yes","Yes"
"JBMP28-1",-30.58913422,115.0488663,"20081022","Jurien Bay","General Use","28","10","Neville Barrett","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP28-2",-30.58913422,115.0488663,"20081022","Jurien Bay","General Use","28","10","Neville Barrett","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP28-3",-30.58913422,115.0488663,"20081022","Jurien Bay","General Use","28","10","Kev Crane","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP28-4",-30.58913422,115.0488663,"20081022","Jurien Bay","General Use","28","10","Marlene Davey","Green Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP29-1",-30.6716671,115.1356354,"20081021","Jurien Bay","Sanctuary","29","5","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP29-2",-30.6716671,115.1356354,"20081021","Jurien Bay","Sanctuary","29","5","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP29-3",-30.6716671,115.1356354,"20081021","Jurien Bay","Sanctuary","29","5","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP29-4",-30.6716671,115.1356354,"20081021","Jurien Bay","Sanctuary","29","5","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP3-1",-30.42141724,115.0019302,"20081016","Jurien Bay","SP Scientific Reference","3","5","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP3-2",-30.42141724,115.0019302,"20081016","Jurien Bay","SP Scientific Reference","3","5","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP3-3",-30.42141724,115.0019302,"20081016","Jurien Bay","SP Scientific Reference","3","5","Kev Crane","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP3-4",-30.42141724,115.0019302,"20081016","Jurien Bay","SP Scientific Reference","3","5","Marlene Davey","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP30-1",-30.64620018,115.1239014,"20081021","Jurien Bay","General Use","30","2","Neville Barrett","Cavanagh Reef",2008,"11:00:00","Fished","Yes","Yes"
"JBMP30-2",-30.64620018,115.1239014,"20081021","Jurien Bay","General Use","30","2","Neville Barrett","Cavanagh Reef",2008,"11:00:00","Fished","Yes","Yes"
"JBMP30-3",-30.64620018,115.1239014,"20081021","Jurien Bay","General Use","30","2","Marlene Davey","Cavanagh Reef",2008,"11:00:00","Fished","Yes","Yes"
"JBMP30-4",-30.64620018,115.1239014,"20081021","Jurien Bay","General Use","30","2","Marlene Davey","Cavanagh Reef",2008,"11:00:00","Fished","Yes","Yes"
"JBMP31-1",-30.16916657,114.9421692,"20081018","Jurien Bay","General Use","31","10","Neville Barrett","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP31-2",-30.16916657,114.9421692,"20081018","Jurien Bay","General Use","31","10","Neville Barrett","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP31-3",-30.16916657,114.9421692,"20081018","Jurien Bay","General Use","31","10","Marlene Davey","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP31-4",-30.16916657,114.9421692,"20081018","Jurien Bay","General Use","31","10","Marlene Davey","Fisherman Islands",2008,"11:00:00","Fished","Yes","Yes"
"JBMP32-1",-30.41333389,114.9816666,"20081016","Jurien Bay","SP Scientific Reference","32","10","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP32-2",-30.41333389,114.9816666,"20081016","Jurien Bay","SP Scientific Reference","32","10","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP32-3",-30.41333389,114.9816666,"20081016","Jurien Bay","SP Scientific Reference","32","10","Kev Crane","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP32-4",-30.41333389,114.9816666,"20081016","Jurien Bay","SP Scientific Reference","32","10","Marlene Davey","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP33-1",-30.44763374,114.991333,"20081019","Jurien Bay","SP Scientific Reference","33","10","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP33-2",-30.44763374,114.991333,"20081019","Jurien Bay","SP Scientific Reference","33","10","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP33-3",-30.44763374,114.991333,"20081019","Jurien Bay","SP Scientific Reference","33","10","Marlene Davey","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP33-4",-30.44763374,114.991333,"20081019","Jurien Bay","SP Scientific Reference","33","10","Marlene Davey","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP34-1",-30.51449966,115.0136642,"20081019","Jurien Bay","General Use","34","10","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP34-2",-30.51449966,115.0136642,"20081019","Jurien Bay","General Use","34","10","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP34-3",-30.51449966,115.0136642,"20081019","Jurien Bay","General Use","34","10","Marlene Davey","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP34-4",-30.51449966,115.0136642,"20081019","Jurien Bay","General Use","34","10","Marlene Davey","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP35-1",-30.34666634,115.0039978,"20081014","Jurien Bay","Sanctuary","35","2","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP35-2",-30.34666634,115.0039978,"20081014","Jurien Bay","Sanctuary","35","2","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP35-3",-30.34666634,115.0039978,"20081014","Jurien Bay","Sanctuary","35","2","Kev Crane",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP35-4",-30.34666634,115.0039978,"20081014","Jurien Bay","Sanctuary","35","2","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP36-1",-30.34609985,115.0375671,"20081024","Jurien Bay","Sanctuary","36","5","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP36-2",-30.34609985,115.0375671,"20081024","Jurien Bay","Sanctuary","36","5","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP36-3",-30.34609985,115.0375671,"20081024","Jurien Bay","Sanctuary","36","5","Kev Crane",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP36-4",-30.34609985,115.0375671,"20081024","Jurien Bay","Sanctuary","36","5","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP37-1",-30.83113289,115.1910477,"20081015","Jurien Bay","Sanctuary","37","5","Neville Barrett","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP37-2",-30.83113289,115.1910477,"20081015","Jurien Bay","Sanctuary","37","5","Neville Barrett","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP37-3",-30.83113289,115.1910477,"20081015","Jurien Bay","Sanctuary","37","5","Kev Crane","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP37-4",-30.83113289,115.1910477,"20081015","Jurien Bay","Sanctuary","37","5","Marlene Davey","Target Rock",2008,"11:00:00","No-take","Yes","Yes"
"JBMP38-1",-30.79918289,115.1869507,"20081015","Jurien Bay","General Use","38","5","Neville Barrett","Target Rock",2008,"11:00:00","Fished","Yes","Yes"
"JBMP38-2",-30.79918289,115.1869507,"20081015","Jurien Bay","General Use","38","5","Neville Barrett","Target Rock",2008,"11:00:00","Fished","Yes","Yes"
"JBMP38-3",-30.79918289,115.1869507,"20081015","Jurien Bay","General Use","38","5","Kev Crane","Target Rock",2008,"11:00:00","Fished","Yes","Yes"
"JBMP38-4",-30.79918289,115.1869507,"20081015","Jurien Bay","General Use","38","5","Marlene Davey","Target Rock",2008,"11:00:00","Fished","Yes","Yes"
"JBMP39-1",-30.67821693,115.1060028,"20081026","Jurien Bay","Sanctuary","39","3","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP39-2",-30.67821693,115.1060028,"20081026","Jurien Bay","Sanctuary","39","3","Neville Barrett",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP39-3",-30.67821693,115.1060028,"20081026","Jurien Bay","Sanctuary","39","3","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP39-4",-30.67821693,115.1060028,"20081026","Jurien Bay","Sanctuary","39","3","Marlene Davey",NA,2008,"11:00:00","No-take","Yes","Yes"
"JBMP4-1",-30.43376732,114.999733,"20081016","Jurien Bay","SP Scientific Reference","4","5","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP4-2",-30.43376732,114.999733,"20081016","Jurien Bay","SP Scientific Reference","4","5","Neville Barrett","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP4-3",-30.43376732,114.999733,"20081016","Jurien Bay","SP Scientific Reference","4","5","Kev Crane","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP4-4",-30.43376732,114.999733,"20081016","Jurien Bay","SP Scientific Reference","4","5","Marlene Davey","Hill River",2008,"11:00:00","No-take","Yes","Yes"
"JBMP40-1",-30.76675034,115.1419678,"20081020","Jurien Bay","SP Scientific Reference","40","10","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP40-2",-30.76675034,115.1419678,"20081020","Jurien Bay","SP Scientific Reference","40","10","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP40-3",-30.76675034,115.1419678,"20081020","Jurien Bay","SP Scientific Reference","40","10","Kev Crane","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP40-4",-30.76675034,115.1419678,"20081020","Jurien Bay","SP Scientific Reference","40","10","Marlene Davey","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP41-1",-30.712017,115.113217,"20081021","Jurien Bay","SP Scientific Reference","41","10","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP41-2",-30.712017,115.113217,"20081021","Jurien Bay","SP Scientific Reference","41","10","Neville Barrett","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP41-3",-30.712017,115.113217,"20081021","Jurien Bay","SP Scientific Reference","41","10","Kev Crane","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP41-4",-30.712017,115.113217,"20081021","Jurien Bay","SP Scientific Reference","41","10","Marlene Davey","Green Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP42-1",-30.29043007,114.966507,"20081017","Jurien Bay","General Use","42","10","Neville Barrett",NA,2008,"11:00:00","Fished","Yes","Yes"
"JBMP42-2",-30.29043007,114.966507,"20081017","Jurien Bay","General Use","42","10","Neville Barrett",NA,2008,"11:00:00","Fished","Yes","Yes"
"JBMP42-3",-30.29043007,114.966507,"20081017","Jurien Bay","General Use","42","10","Marlene Davey",NA,2008,"11:00:00","Fished","Yes","Yes"
"JBMP42-4",-30.29043007,114.966507,"20081017","Jurien Bay","General Use","42","10","Marlene Davey",NA,2008,"11:00:00","Fished","Yes","Yes"
"JBMP5-1",-30.32908249,114.9877167,"20081014","Jurien Bay","General Use","5","5","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP5-2",-30.32908249,114.9877167,"20081014","Jurien Bay","General Use","5","5","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP5-3",-30.32908249,114.9877167,"20081014","Jurien Bay","General Use","5","5","Kev Crane","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP5-4",-30.32908249,114.9877167,"20081014","Jurien Bay","General Use","5","5","Marlene Davey","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP6-1",-30.29006577,114.9724808,"20081014","Jurien Bay","General Use","6","5","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP6-2",-30.29006577,114.9724808,"20081014","Jurien Bay","General Use","6","5","Neville Barrett","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP6-3",-30.29006577,114.9724808,"20081014","Jurien Bay","General Use","6","5","Kev Crane","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP6-4",-30.29006577,114.9724808,"20081014","Jurien Bay","General Use","6","5","Marlene Davey","Hill River",2008,"11:00:00","Fished","Yes","Yes"
"JBMP7-1",-30.17124939,114.9554977,"20081018","Jurien Bay","SP Scientific Reference","7","5","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP7-2",-30.17124939,114.9554977,"20081018","Jurien Bay","SP Scientific Reference","7","5","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP7-3",-30.17124939,114.9554977,"20081018","Jurien Bay","SP Scientific Reference","7","5","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP7-4",-30.17124939,114.9554977,"20081018","Jurien Bay","SP Scientific Reference","7","5","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP8-1",-30.1340332,114.9489136,"20081028","Jurien Bay","Sanctuary","8","3","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP8-2",-30.1340332,114.9489136,"20081028","Jurien Bay","Sanctuary","8","3","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP8-3",-30.1340332,114.9489136,"20081028","Jurien Bay","Sanctuary","8","3","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP8-4",-30.1340332,114.9489136,"20081028","Jurien Bay","Sanctuary","8","3","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP9-1",-30.1340332,114.9489136,"20081028","Jurien Bay","Sanctuary","9","3","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP9-2",-30.1340332,114.9489136,"20081028","Jurien Bay","Sanctuary","9","3","Neville Barrett","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
"JBMP9-3",-30.1340332,114.9489136,"20081028","Jurien Bay","Sanctuary","9","3","Marlene Davey","Fisherman Islands",2008,"11:00:00","No-take","Yes","Yes"
