"Sample","Latitude","Longitude","Date","Location","DBCA_Zone","Site","Depth","Observer","DBCA_Sanctuary","Year","Time","Status","Successful.count","Successful.length"
"JBMP29-4",-30.6716671,115.1356354,"20131128","Jurien Bay","Sanctuary","29","5","Tom Holmes",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP3-1",-30.42141724,115.0019302,"20131114","Jurien Bay","SP Scientific Reference","3","5","Neville Barrett","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP3-2",-30.42141724,115.0019302,"20131114","Jurien Bay","SP Scientific Reference","3","5","Joe Valentine","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP3-3",-30.42141724,115.0019302,"20131114","Jurien Bay","SP Scientific Reference","3","5","Elizabeth Oh","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP3-4",-30.42141724,115.0019302,"20131114","Jurien Bay","SP Scientific Reference","3","5","Joe Valentine","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP30-1",-30.64620018,115.1239014,"20131128","Jurien Bay","General Use","30","2","Neville Barrett","Cavanagh Reef",2013,"11:00:00","Fished","Yes","Yes"
"JBMP30-2",-30.64620018,115.1239014,"20131128","Jurien Bay","General Use","30","2","Kev Crane","Cavanagh Reef",2013,"11:00:00","Fished","Yes","Yes"
"JBMP30-3",-30.64620018,115.1239014,"20131128","Jurien Bay","General Use","30","2","Elizabeth Oh","Cavanagh Reef",2013,"11:00:00","Fished","Yes","Yes"
"JBMP30-4",-30.64620018,115.1239014,"20131128","Jurien Bay","General Use","30","2","Tom Holmes","Cavanagh Reef",2013,"11:00:00","Fished","Yes","Yes"
"JBMP31-1",-30.16916657,114.9421692,"20131116","Jurien Bay","General Use","31","10","Neville Barrett","Fisherman Islands",2013,"11:00:00","Fished","Yes","Yes"
"JBMP31-2",-30.16916657,114.9421692,"20131116","Jurien Bay","General Use","31","10","Joe Valentine","Fisherman Islands",2013,"11:00:00","Fished","Yes","Yes"
"JBMP31-3",-30.16916657,114.9421692,"20131116","Jurien Bay","General Use","31","10","Elizabeth Oh","Fisherman Islands",2013,"11:00:00","Fished","Yes","Yes"
"JBMP31-4",-30.16916657,114.9421692,"20131116","Jurien Bay","General Use","31","10","Joe Valentine","Fisherman Islands",2013,"11:00:00","Fished","Yes","Yes"
"JBMP32-1",-30.41333389,114.9816666,"20131128","Jurien Bay","SP Scientific Reference","32","10","Neville Barrett","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP32-2",-30.41333389,114.9816666,"20131128","Jurien Bay","SP Scientific Reference","32","10","Kev Crane","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP32-3",-30.41333389,114.9816666,"20131128","Jurien Bay","SP Scientific Reference","32","10","Elizabeth Oh","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP32-4",-30.41333389,114.9816666,"20131128","Jurien Bay","SP Scientific Reference","32","10","Tom Holmes","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP33-1",-30.44763374,114.991333,"20131115","Jurien Bay","SP Scientific Reference","33","10","Neville Barrett","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP33-2",-30.44763374,114.991333,"20131115","Jurien Bay","SP Scientific Reference","33","10","Joe Valentine","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP33-3",-30.44763374,114.991333,"20131115","Jurien Bay","SP Scientific Reference","33","10","Elizabeth Oh","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP33-4",-30.44763374,114.991333,"20131115","Jurien Bay","SP Scientific Reference","33","10","Joe Valentine","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP34-1",-30.51449966,115.0136642,"20131126","Jurien Bay","General Use","34","10","Kev Crane","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP34-2",-30.51449966,115.0136642,"20131126","Jurien Bay","General Use","34","10","Kev Crane","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP34-3",-30.51449966,115.0136642,"20131126","Jurien Bay","General Use","34","10","Joe Valentine","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP34-4",-30.51449966,115.0136642,"20131126","Jurien Bay","General Use","34","10","Joe Valentine","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP35-1",-30.34666634,115.0039978,"20131114","Jurien Bay","Sanctuary","35","2","Neville Barrett",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP35-2",-30.34666634,115.0039978,"20131114","Jurien Bay","Sanctuary","35","2","Joe Valentine",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP35-3",-30.34666634,115.0039978,"20131114","Jurien Bay","Sanctuary","35","2","Elizabeth Oh",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP35-4",-30.34666634,115.0039978,"20131114","Jurien Bay","Sanctuary","35","2","Joe Valentine",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP36-1",-30.34609985,115.0375671,"20131125","Jurien Bay","Sanctuary","36","5","Kev Crane",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP36-2",-30.34609985,115.0375671,"20131125","Jurien Bay","Sanctuary","36","5","Kev Crane",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP36-3",-30.34609985,115.0375671,"20131125","Jurien Bay","Sanctuary","36","5","Joe Valentine",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP36-4",-30.34609985,115.0375671,"20131125","Jurien Bay","Sanctuary","36","5","Joe Valentine",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP37-1",-30.83113289,115.1910477,"20131121","Jurien Bay","Sanctuary","37","5","Neville Barrett","Target Rock",2013,"11:00:00","No-take","Yes","Yes"
"JBMP37-2",-30.83113289,115.1910477,"20131121","Jurien Bay","Sanctuary","37","5","Joe Valentine","Target Rock",2013,"11:00:00","No-take","Yes","Yes"
"JBMP37-3",-30.83113289,115.1910477,"20131121","Jurien Bay","Sanctuary","37","5","Elizabeth Oh","Target Rock",2013,"11:00:00","No-take","Yes","Yes"
"JBMP37-4",-30.83113289,115.1910477,"20131121","Jurien Bay","Sanctuary","37","5","Joe Valentine","Target Rock",2013,"11:00:00","No-take","Yes","Yes"
"JBMP38-1",-30.79918289,115.1869507,"20131121","Jurien Bay","General Use","38","5","Neville Barrett","Target Rock",2013,"11:00:00","Fished","Yes","Yes"
"JBMP38-2",-30.79918289,115.1869507,"20131121","Jurien Bay","General Use","38","5","Joe Valentine","Target Rock",2013,"11:00:00","Fished","Yes","Yes"
"JBMP38-3",-30.79918289,115.1869507,"20131121","Jurien Bay","General Use","38","5","Elizabeth Oh","Target Rock",2013,"11:00:00","Fished","Yes","Yes"
"JBMP38-4",-30.79918289,115.1869507,"20131121","Jurien Bay","General Use","38","5","Joe Valentine","Target Rock",2013,"11:00:00","Fished","Yes","Yes"
"JBMP39-1",-30.67821693,115.1060028,"20131121","Jurien Bay","Sanctuary","39","3","Neville Barrett",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP39-2",-30.67821693,115.1060028,"20131121","Jurien Bay","Sanctuary","39","3","Joe Valentine",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP39-3",-30.67821693,115.1060028,"20131121","Jurien Bay","Sanctuary","39","3","Elizabeth Oh",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP39-4",-30.67821693,115.1060028,"20131121","Jurien Bay","Sanctuary","39","3","Joe Valentine",NA,2013,"11:00:00","No-take","Yes","Yes"
"JBMP4-1",-30.43376732,114.999733,"20131114","Jurien Bay","SP Scientific Reference","4","5","Neville Barrett","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP4-2",-30.43376732,114.999733,"20131114","Jurien Bay","SP Scientific Reference","4","5","Joe Valentine","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP4-3",-30.43376732,114.999733,"20131114","Jurien Bay","SP Scientific Reference","4","5","Elizabeth Oh","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP4-4",-30.43376732,114.999733,"20131114","Jurien Bay","SP Scientific Reference","4","5","Joe Valentine","Hill River",2013,"11:00:00","No-take","Yes","Yes"
"JBMP40-1",-30.76675034,115.1419678,"20131121","Jurien Bay","SP Scientific Reference","40","10","Neville Barrett","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP40-2",-30.76675034,115.1419678,"20131121","Jurien Bay","SP Scientific Reference","40","10","Joe Valentine","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP40-3",-30.76675034,115.1419678,"20131121","Jurien Bay","SP Scientific Reference","40","10","Elizabeth Oh","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP40-4",-30.76675034,115.1419678,"20131121","Jurien Bay","SP Scientific Reference","40","10","Joe Valentine","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP41-1",-30.712017,115.113217,"20131123","Jurien Bay","SP Scientific Reference","41","10","Neville Barrett","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP41-2",-30.712017,115.113217,"20131123","Jurien Bay","SP Scientific Reference","41","10","Joe Valentine","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP41-3",-30.712017,115.113217,"20131123","Jurien Bay","SP Scientific Reference","41","10","Elizabeth Oh","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP41-4",-30.712017,115.113217,"20131123","Jurien Bay","SP Scientific Reference","41","10","Joe Valentine","Green Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP42-1",-30.29043007,114.966507,"20131125","Jurien Bay","General Use","42","10","Kev Crane",NA,2013,"11:00:00","Fished","Yes","Yes"
"JBMP42-2",-30.29043007,114.966507,"20131125","Jurien Bay","General Use","42","10","Kev Crane",NA,2013,"11:00:00","Fished","Yes","Yes"
"JBMP42-3",-30.29043007,114.966507,"20131125","Jurien Bay","General Use","42","10","Joe Valentine",NA,2013,"11:00:00","Fished","Yes","Yes"
"JBMP42-4",-30.29043007,114.966507,"20131125","Jurien Bay","General Use","42","10","Joe Valentine",NA,2013,"11:00:00","Fished","Yes","Yes"
"JBMP5-1",-30.32908249,114.9877167,"20131112","Jurien Bay","General Use","5","5","Neville Barrett","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP5-2",-30.32908249,114.9877167,"20131112","Jurien Bay","General Use","5","5","Joe Valentine","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP5-3",-30.32908249,114.9877167,"20131112","Jurien Bay","General Use","5","5","Elizabeth Oh","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP5-4",-30.32908249,114.9877167,"20131112","Jurien Bay","General Use","5","5","Joe Valentine","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP6-1",-30.29006577,114.9724808,"20131112","Jurien Bay","General Use","6","5","Neville Barrett","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP6-2",-30.29006577,114.9724808,"20131112","Jurien Bay","General Use","6","5","Joe Valentine","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP6-3",-30.29006577,114.9724808,"20131112","Jurien Bay","General Use","6","5","Elizabeth Oh","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP6-4",-30.29006577,114.9724808,"20131112","Jurien Bay","General Use","6","5","Joe Valentine","Hill River",2013,"11:00:00","Fished","Yes","Yes"
"JBMP7-1",-30.17124939,114.9554977,"20131120","Jurien Bay","SP Scientific Reference","7","5","Neville Barrett","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP7-2",-30.17124939,114.9554977,"20131120","Jurien Bay","SP Scientific Reference","7","5","Joe Valentine","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP7-3",-30.17124939,114.9554977,"20131120","Jurien Bay","SP Scientific Reference","7","5","Elizabeth Oh","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP7-4",-30.17124939,114.9554977,"20131120","Jurien Bay","SP Scientific Reference","7","5","Joe Valentine","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP8-1",-30.1340332,114.9489136,"20131120","Jurien Bay","Sanctuary","8","3","Neville Barrett","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP8-2",-30.1340332,114.9489136,"20131120","Jurien Bay","Sanctuary","8","3","Joe Valentine","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP8-3",-30.1340332,114.9489136,"20131120","Jurien Bay","Sanctuary","8","3","Elizabeth Oh","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP8-4",-30.1340332,114.9489136,"20131120","Jurien Bay","Sanctuary","8","3","Joe Valentine","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP9-1",-30.1340332,114.9489136,"20131120","Jurien Bay","Sanctuary","9","3","Neville Barrett","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
"JBMP9-2",-30.1340332,114.9489136,"20131120","Jurien Bay","Sanctuary","9","3","Joe Valentine","Fisherman Islands",2013,"11:00:00","No-take","Yes","Yes"
