Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Successful.count,Successful.length,Depth,Observer,Transect_Length,DBCA_Zone,DBCA_Sanctuary
MB3-06,-21.9314,113.94476,20111027,11:00:00,Ningaloo Marine Park,Fished,MB3,Yes,Yes,4,Ryan Douglas,50,Recreation,Mangrove
MB4-01,-21.95164,113.93959,20111204,11:00:00,Ningaloo Marine Park,No-take,MB4,Yes,Yes,4,Ryan Douglas,50,Sanctuary,Mangrove
MB4-02,-21.95164,113.93959,20111204,11:00:00,Ningaloo Marine Park,No-take,MB4,Yes,Yes,4,Ryan Douglas,50,Sanctuary,Mangrove
MB4-03,-21.95164,113.93959,20111204,11:00:00,Ningaloo Marine Park,No-take,MB4,Yes,Yes,4,Ryan Douglas,50,Sanctuary,Mangrove
MB4-04,-21.95164,113.93959,20111204,11:00:00,Ningaloo Marine Park,No-take,MB4,Yes,Yes,4,Ryan Douglas,50,Sanctuary,Mangrove
MB4-05,-21.95164,113.93959,20111204,11:00:00,Ningaloo Marine Park,No-take,MB4,Yes,Yes,4,Ryan Douglas,50,Sanctuary,Mangrove
MI1-01,-21.63678,114.39077,20111025,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Ryan Douglas,50,Recreation,North Muiron
MI1-02,-21.63678,114.39077,20111025,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Ryan Douglas,50,Recreation,North Muiron
MI1-03,-21.63678,114.39077,20111025,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Ryan Douglas,50,Recreation,North Muiron
MI1-04,-21.63678,114.39077,20111025,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Ryan Douglas,50,Recreation,North Muiron
MI1-05,-21.63678,114.39077,20111025,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Ryan Douglas,50,Recreation,North Muiron
MI1-06,-21.63678,114.39077,20111025,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Ryan Douglas,50,Recreation,North Muiron
MI2-01,-21.65079,114.37691,20111025,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,North Muiron
MI2-02,-21.65079,114.37691,20111025,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,North Muiron
MI2-03,-21.65079,114.37691,20111025,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,North Muiron
MI2-04,-21.65079,114.37691,20111025,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,North Muiron
MI2-05,-21.65079,114.37691,20111025,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,North Muiron
MI2-06,-21.65079,114.37691,20111025,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,North Muiron
MI3-01,-21.66043,114.3735,20111025,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Ryan Douglas,50,Sanctuary,North Muiron
MI3-02,-21.66043,114.3735,20111025,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Ryan Douglas,50,Sanctuary,North Muiron
MI3-03,-21.66043,114.3735,20111025,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Ryan Douglas,50,Sanctuary,North Muiron
MI3-04,-21.66043,114.3735,20111025,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Ryan Douglas,50,Sanctuary,North Muiron
MI3-05,-21.66043,114.3735,20111025,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Ryan Douglas,50,Sanctuary,North Muiron
MI3-06,-21.66043,114.3735,20111025,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Ryan Douglas,50,Sanctuary,North Muiron
MI4-01,-21.67022,114.35251,20111025,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Ryan Douglas,50,Recreation,North Muiron
MI4-02,-21.67022,114.35251,20111025,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Ryan Douglas,50,Recreation,North Muiron
MI4-03,-21.67022,114.35251,20111025,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Ryan Douglas,50,Recreation,North Muiron
MI4-04,-21.67022,114.35251,20111025,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Ryan Douglas,50,Recreation,North Muiron
MI4-05,-21.67022,114.35251,20111025,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Ryan Douglas,50,Recreation,North Muiron
MI4-06,-21.67022,114.35251,20111025,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Ryan Douglas,50,Recreation,North Muiron
O1-01,-22.28751,113.81079,20111026,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Ryan Douglas,50,Sanctuary,Osprey
O1-02,-22.28751,113.81079,20111026,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Ryan Douglas,50,Sanctuary,Osprey
O1-03,-22.28751,113.81079,20111026,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Ryan Douglas,50,Sanctuary,Osprey
O1-04,-22.28751,113.81079,20111026,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Ryan Douglas,50,Sanctuary,Osprey
O1-05,-22.28751,113.81079,20111026,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Ryan Douglas,50,Sanctuary,Osprey
O1-06,-22.28751,113.81079,20111026,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Ryan Douglas,50,Sanctuary,Osprey
O2-01,-22.35835,113.76428,20111026,11:00:00,Ningaloo Marine Park,Fished,O2,Yes,Yes,2,Ryan Douglas,50,Recreation,Osprey
O2-02,-22.35835,113.76428,20111026,11:00:00,Ningaloo Marine Park,Fished,O2,Yes,Yes,2,Ryan Douglas,50,Recreation,Osprey
O2-03,-22.35835,113.76428,20111026,11:00:00,Ningaloo Marine Park,Fished,O2,Yes,Yes,2,Ryan Douglas,50,Recreation,Osprey
O2-04,-22.35835,113.76428,20111026,11:00:00,Ningaloo Marine Park,Fished,O2,Yes,Yes,2,Ryan Douglas,50,Recreation,Osprey
O2-05,-22.35835,113.76428,20111026,11:00:00,Ningaloo Marine Park,Fished,O2,Yes,Yes,2,Ryan Douglas,50,Recreation,Osprey
O2-06,-22.35835,113.76428,20111026,11:00:00,Ningaloo Marine Park,Fished,O2,Yes,Yes,2,Ryan Douglas,50,Recreation,Osprey
P1-01,-23.32832,113.78085,20110721,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Ryan Douglas,50,Sanctuary,Pelican
P1-02,-23.32832,113.78085,20110721,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Ryan Douglas,50,Sanctuary,Pelican
P1-03,-23.32832,113.78085,20110721,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Ryan Douglas,50,Sanctuary,Pelican
P1-04,-23.32832,113.78085,20110721,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Ryan Douglas,50,Sanctuary,Pelican
P1-05,-23.32832,113.78085,20110721,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Ryan Douglas,50,Sanctuary,Pelican
P1-06,-23.32832,113.78085,20110721,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Ryan Douglas,50,Sanctuary,Pelican
P3-01,-23.23191,113.76211,20110721,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Ryan Douglas,50,Recreation,Pelican
P3-02,-23.23191,113.76211,20110721,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,No,3,Ryan Douglas,50,Recreation,Pelican
P3-03,-23.23191,113.76211,20110721,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Ryan Douglas,50,Recreation,Pelican
P3-04,-23.23191,113.76211,20110721,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Ryan Douglas,50,Recreation,Pelican
P3-05,-23.23191,113.76211,20110721,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Ryan Douglas,50,Recreation,Pelican
P3-06,-23.23191,113.76211,20110721,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Ryan Douglas,50,Recreation,Pelican
T1-01,-21.90432,113.9684,20111026,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-02,-21.90432,113.9684,20111026,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-03,-21.90432,113.9684,20111026,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-04,-21.90432,113.9684,20111026,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-05,-21.90432,113.9684,20111026,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T1-06,-21.90432,113.9684,20111026,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Ryan Douglas,50,Recreation,Tantabiddi
T2-01,-21.90879,113.96397,20111026,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-02,-21.90879,113.96397,20111026,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-03,-21.90879,113.96397,20111026,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-04,-21.90879,113.96397,20111026,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-05,-21.90879,113.96397,20111026,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
T2-06,-21.90879,113.96397,20111026,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Ryan Douglas,50,Sanctuary,Tantabiddi
