Sample,Latitude,Longitude,Date,Time,Location,Status,Site,Successful.count,Successful.length,Depth,Observer,Transect_Length,DBCA_Zone,DBCA_Sanctuary
MI1-03,-21.63678,114.39077,20140821,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Nicole Ryan,50,Recreation,North Muiron
MI1-04,-21.63678,114.39077,20140821,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Nicole Ryan,50,Recreation,North Muiron
MI1-05,-21.63678,114.39077,20140821,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Nicole Ryan,50,Recreation,North Muiron
MI1-06,-21.63678,114.39077,20140821,11:00:00,Ningaloo Marine Park,Fished,MI1,Yes,Yes,4,Nicole Ryan,50,Recreation,North Muiron
MI2-01,-21.65079,114.37691,20140821,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,North Muiron
MI2-02,-21.65079,114.37691,20140821,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,North Muiron
MI2-03,-21.65079,114.37691,20140821,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,North Muiron
MI2-04,-21.65079,114.37691,20140821,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,North Muiron
MI2-05,-21.65079,114.37691,20140821,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,North Muiron
MI2-06,-21.65079,114.37691,20140821,11:00:00,Ningaloo Marine Park,No-take,MI2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,North Muiron
MI3-01,-21.66043,114.3735,20140821,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Nicole Ryan,50,Sanctuary,North Muiron
MI3-02,-21.66043,114.3735,20140821,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Nicole Ryan,50,Sanctuary,North Muiron
MI3-03,-21.66043,114.3735,20140821,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Nicole Ryan,50,Sanctuary,North Muiron
MI3-04,-21.66043,114.3735,20140821,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Nicole Ryan,50,Sanctuary,North Muiron
MI3-05,-21.66043,114.3735,20140821,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Nicole Ryan,50,Sanctuary,North Muiron
MI3-06,-21.66043,114.3735,20140821,11:00:00,Ningaloo Marine Park,No-take,MI3,Yes,Yes,5,Nicole Ryan,50,Sanctuary,North Muiron
MI4-01,-21.67022,114.35251,20140821,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Nicole Ryan,50,Recreation,North Muiron
MI4-02,-21.67022,114.35251,20140821,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Nicole Ryan,50,Recreation,North Muiron
MI4-03,-21.67022,114.35251,20140821,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Nicole Ryan,50,Recreation,North Muiron
MI4-04,-21.67022,114.35251,20140821,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Nicole Ryan,50,Recreation,North Muiron
MI4-05,-21.67022,114.35251,20140821,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Nicole Ryan,50,Recreation,North Muiron
MI4-06,-21.67022,114.35251,20140821,11:00:00,Ningaloo Marine Park,Fished,MI4,Yes,Yes,5,Nicole Ryan,50,Recreation,North Muiron
O1-01,-22.28751,113.81079,20140820,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O1-02,-22.28751,113.81079,20140820,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O1-03,-22.28751,113.81079,20140820,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O1-04,-22.28751,113.81079,20140820,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O1-05,-22.28751,113.81079,20140820,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O1-06,-22.28751,113.81079,20140820,11:00:00,Ningaloo Marine Park,No-take,O1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-01,-22.22635,113.83485,20140819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-02,-22.22635,113.83485,20140819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-03,-22.22635,113.83485,20140819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-04,-22.22635,113.83485,20140819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-05,-22.22635,113.83485,20140819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O3-06,-22.22635,113.83485,20140819,11:00:00,Ningaloo Marine Park,No-take,O3,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Osprey
O4-01,-22.20492,113.84399,20140819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-02,-22.20492,113.84399,20140819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-03,-22.20492,113.84399,20140819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-04,-22.20492,113.84399,20140819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-05,-22.20492,113.84399,20140819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
O4-06,-22.20492,113.84399,20140819,11:00:00,Ningaloo Marine Park,Fished,O4,Yes,Yes,2,Nicole Ryan,50,Recreation,Osprey
P1-01,-23.32832,113.78085,20140825,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Todd Bond,50,Sanctuary,Pelican
P1-02,-23.32832,113.78085,20140825,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Todd Bond,50,Sanctuary,Pelican
P1-03,-23.32832,113.78085,20140825,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Todd Bond,50,Sanctuary,Pelican
P1-04,-23.32832,113.78085,20140825,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Todd Bond,50,Sanctuary,Pelican
P1-05,-23.32832,113.78085,20140825,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Todd Bond,50,Sanctuary,Pelican
P1-06,-23.32832,113.78085,20140825,11:00:00,Ningaloo Marine Park,No-take,P1,Yes,Yes,2.5,Todd Bond,50,Sanctuary,Pelican
P2-01,-23.31876,113.78,20140825,11:00:00,Ningaloo Marine Park,No-take,P2,Yes,Yes,2.5,Nicole Ryan,50,Sanctuary,Pelican
P2-02,-23.31876,113.78,20140825,11:00:00,Ningaloo Marine Park,No-take,P2,Yes,Yes,2.5,Nicole Ryan,50,Sanctuary,Pelican
P2-03,-23.31876,113.78,20140825,11:00:00,Ningaloo Marine Park,No-take,P2,Yes,Yes,2.5,Nicole Ryan,50,Sanctuary,Pelican
P2-04,-23.31876,113.78,20140825,11:00:00,Ningaloo Marine Park,No-take,P2,Yes,Yes,2.5,Nicole Ryan,50,Sanctuary,Pelican
P2-05,-23.31876,113.78,20140825,11:00:00,Ningaloo Marine Park,No-take,P2,Yes,Yes,2.5,Nicole Ryan,50,Sanctuary,Pelican
P2-06,-23.31876,113.78,20140825,11:00:00,Ningaloo Marine Park,No-take,P2,Yes,Yes,2.5,Nicole Ryan,50,Sanctuary,Pelican
P3-01,-23.23191,113.76211,20140826,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Nicole Ryan,50,Recreation,Pelican
P3-02,-23.23191,113.76211,20140826,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Nicole Ryan,50,Recreation,Pelican
P3-03,-23.23191,113.76211,20140826,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Nicole Ryan,50,Recreation,Pelican
P3-04,-23.23191,113.76211,20140826,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Nicole Ryan,50,Recreation,Pelican
P3-05,-23.23191,113.76211,20140826,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Nicole Ryan,50,Recreation,Pelican
P3-06,-23.23191,113.76211,20140826,11:00:00,Ningaloo Marine Park,Fished,P3,Yes,Yes,3,Nicole Ryan,50,Recreation,Pelican
T1-01,-21.90432,113.9684,20140817,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Nicole Ryan,50,Recreation,Tantabiddi
T1-02,-21.90432,113.9684,20140817,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Nicole Ryan,50,Recreation,Tantabiddi
T1-03,-21.90432,113.9684,20140817,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Nicole Ryan,50,Recreation,Tantabiddi
T1-04,-21.90432,113.9684,20140817,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Nicole Ryan,50,Recreation,Tantabiddi
T1-05,-21.90432,113.9684,20140817,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Nicole Ryan,50,Recreation,Tantabiddi
T1-06,-21.90432,113.9684,20140817,11:00:00,Ningaloo Marine Park,Fished,T1,Yes,Yes,4,Nicole Ryan,50,Recreation,Tantabiddi
T2-01,-21.90879,113.96397,20140817,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,Tantabiddi
T2-02,-21.90879,113.96397,20140817,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,Tantabiddi
T2-03,-21.90879,113.96397,20140817,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,Tantabiddi
T2-04,-21.90879,113.96397,20140817,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,Tantabiddi
T2-05,-21.90879,113.96397,20140817,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,Tantabiddi
T2-06,-21.90879,113.96397,20140817,11:00:00,Ningaloo Marine Park,No-take,T2,Yes,Yes,3.5,Nicole Ryan,50,Sanctuary,Tantabiddi
W1-01,-22.48597,113.70692,20140820,11:00:00,Ningaloo Marine Park,No-take,W1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Winderabandi
W1-02,-22.48597,113.70692,20140820,11:00:00,Ningaloo Marine Park,No-take,W1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Winderabandi
W1-03,-22.48597,113.70692,20140820,11:00:00,Ningaloo Marine Park,No-take,W1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Winderabandi
W1-04,-22.48597,113.70692,20140820,11:00:00,Ningaloo Marine Park,No-take,W1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Winderabandi
W1-05,-22.48597,113.70692,20140820,11:00:00,Ningaloo Marine Park,No-take,W1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Winderabandi
W1-06,-22.48597,113.70692,20140820,11:00:00,Ningaloo Marine Park,No-take,W1,Yes,Yes,2,Nicole Ryan,50,Sanctuary,Winderabandi
W2-01,-22.36853,113.75797,20140820,11:00:00,Ningaloo Marine Park,Fished,W2,Yes,Yes,2,Nicole Ryan,50,Recreation,Winderabandi
W2-02,-22.36853,113.75797,20140820,11:00:00,Ningaloo Marine Park,Fished,W2,Yes,Yes,2,Nicole Ryan,50,Recreation,Winderabandi
W2-03,-22.36853,113.75797,20140820,11:00:00,Ningaloo Marine Park,Fished,W2,Yes,Yes,2,Nicole Ryan,50,Recreation,Winderabandi
W2-04,-22.36853,113.75797,20140820,11:00:00,Ningaloo Marine Park,Fished,W2,Yes,Yes,2,Nicole Ryan,50,Recreation,Winderabandi
W2-05,-22.36853,113.75797,20140820,11:00:00,Ningaloo Marine Park,Fished,W2,Yes,Yes,2,Nicole Ryan,50,Recreation,Winderabandi
W2-06,-22.36853,113.75797,20140820,11:00:00,Ningaloo Marine Park,Fished,W2,Yes,Yes,2,Nicole Ryan,50,Recreation,Winderabandi
